,Artist,Title,Year
1827,Electric Light Orchestra,Can’t Get It Out Of My Head,1975
1828,Al Green,Sha-La-La,1975
1829,America,Lonely People,1975
1830,Rufus,You Got The Love,1975
1831,Mike Post,The Rockford Files,1975
1832,Tavares,It Only Takes A Minute,1975
1833,Ringo Starr,No No Song / Snookeroo,1975
1834,Paul McCartney and Wings,Junior’s Farm / Sally G,1975
1835,Jethro Tull,Bungle In The Jungle,1975
1836,Leo Sayer,Long Tall Glasses,1975
1837,Elton John,Someone Saved My Life Tonight,1975
1838,Ray Stevens,Misty,1975
1839,Neil Sedaka,Bad Blood,1975
1840,Carpenters,Only Yesterday,1975
1841,Dwight Twilley Band,I’m On Fire,1975
1843,Amazing Rhythm Aces,Third Rate Romance,1975
1844,Bachman-Turner Overdrive,You Aint Seen Nothin’ Yet / Free Wheelin’,1975
1845,Frankie Valli,Swearin’ To God,1975
1846,Disco Tex and The Sex-O-lettes,Get Dancin’,1975
1847,Wings,Silly Love Songs,1976
1848,Elton John and Kiki Dee,Don’t Go Breaking My Heart,1976
1849,Johnnie Taylor,Disco Lady,1976
1850,Four Seasons,"December, 1963",1976
1851,Wild Cherry,Play That Funky Music,1976
1852,Manhattans,Kiss And Say Goodbye,1976
1853,The Miracles,Love Machine,1976
1854,Paul Simon,50 Ways To Leave Your Lover,1976
1855,Gary Wright,Love Is Alive,1976
1856,Walter Murphy and The Big Apple Band,A Fifth Of Beethoven,1976
1857,Daryl Hall and John Oates,Sara Smile,1976
1858,Starland Vocal Band,Afternoon Delight,1976
1859,Barry Manilow,I Write The Songs,1976
1860,Silver Convention,"Fly, Robin, Fly",1976
1861,Diana Ross,Love Hangover,1976
1862,Seals and Crofts,Get Closer,1976
1863,Andrea True Connection,"More, More, More",1976
1864,Queen,Bohemian Rhapsody,1976
1865,Dorothy Moore,Misty Blue,1976
1866,Sylvers,Boogie Fever,1976
1867,England Dan and John Ford Coley,I’d Really Love To See You Tonight,1976
1868,Hot Chocolate,You Sexy Thing,1976
1869,Nazareth,Love Hurts,1976
1870,Silver Convention,Get Up And Boogie,1976
1871,Eagles,Take It To The Limit,1976
1872,K.C. and The Sunshine Band, Shake Your Booty,1976
1873,Commodores,Sweet Love,1976
1874,Maxine Nightingale,Right Back Where We Started From,1976
1875,Rhythm Heritage,Theme From “S.W.A.T”,1976
1876,Ohio Players,Love Rollercoaster,1976
1877,Bee Gees,You Should Be Dancing,1976
1878,Lou Rawls,You’ll Never Find Another Love Like Mine,1976
1879,David Bowie,Golden Years,1976
1880,Starbuck,Moonlight Feels Right,1976
1881,Dr. Hook,Only Sixteen,1976
1882,Bellamy Brothers,Let Your Love Flow,1976
1883,Gary Wright,Dream Weaver,1976
1884,Vicki Sue Robinson,Turn The Beat Around,1976
1885,Captain and Tennille,Lonely Night,1976
1886,Eric Carmen,All By Myself,1976
1887,Donna Summer,Love To Love You Baby,1976
1889,Diana Ross,Theme From “Mahogany”,1976
1890,Rufus,Sweet Thing,1976
1891,K.C. and The Sunshine Band,That’s The Way I Like It,1976
1892,Dr. Hook,A Little Bit More,1976
1893,Henry Gross,Shannon,1976
1894,Chicago,If You Leave Me Now,1976
1895,Boz Scaggs,Lowdown,1976
1896,Peter Frampton,Show Me The Way,1976
1897,Aerosmith,Dream On,1976
1898,O’Jays,I Love Music,1976
1899,Fleetwood Mac,Say You Love Me,1976
1900,Paul Anka,Times Of Your Life,1976
1901,Cliff Richard,Devil Woman,1976
1902,Elvin Bishop,Fooled Around And Fell In Love,1976
1903,C.W. McCall,Convoy,1976
1904,John Sebastian,Welcome Back,1976
1905,"Earth, Wind and Fire",Sing A Song,1976
1906,Tavares,Heaven Must Be Missing An Angel,1976
1907,Brothers Johnson,I’ll Be Good To You,1976
1909,Bay City Rollers,Saturday Night,1976
1910,Elton John,Island Girl,1976
1911,Staple Singers,Let’s Do It Again,1976
1912,Wings,Let ‘Em In,1976
1913,Wing and A Prayer Fife and Drum Corps,Baby Face,1976
1914,George Benson,This Masquerade,1976
1915,Electric Light Orchestra,Evil Woman,1976
1916,Silver,Wham Bam,1976
1917,Keith Carradine,I’m Easy,1976
1918,Harold Melvin and The Bluenotes,Wake Up Everybody,1976
1919,War,Summer,1976
1920,John Travolta,Let Her In,1976
1921,Sweet,Fox On The Run,1976
1922,Fleetwood Mac,Rhiannon,1976
1923,Beatles,Got To Get You Into My Life,1976
1924,Bee Gees,Fanny,1976
1925,"Earth, Wind and Fire",Getaway,1976
1926,Daryl Hall and John Oates,She’s Gone,1976
1927,Beach Boys,Rock And Roll Music,1976
1928,Orleans,Still The One,1976
1929,Queen,You’re My Best Friend,1976
1930,Jefferson Starship,With Your Love,1976
1931,Foghat,Slow Ride,1976
1932,Ohio Players,Who’d She Coo,1976
1933,David Ruffin,Walk Away From Love,1976
1934,Peter Frampton,"Baby, I Love Your Way",1976
1935,Candi Staton,Young Hearts Run Free,1976
1936,Neil Sedaka,Breaking Up’s Hard To Do,1976
1937,Bay City Rollers,Money Honey,1976
1938,Parliament,Tear The Roof Off The Sucker,1976
1939,Larry Groce,Junk Food Junkie,1976
1940,Barry Manilow,Tryin’ To Get The Feeling Again,1976
1941,Kiss,Rock And Roll All Nite,1976
1942,Rick Dees,Disco Duck,1976
1943,Thin Lizzy,The Boys Are Back In Town,1976
1944,Steve Miller Band,Take The Money And Run,1976
1945,Who,Squeeze Box,1976
1946,Glen Campbell,Country Boy,1976
1947,Rod Stewart,Tonight’s The Night,1977
1948,Andy Gibb,I Just Want To Be Your Everything,1977
1950,Barbra Streisand,Love Theme From “A Star Is Born”,1977
1951,Hot,Angel In Your Arms,1977
1952,Kenny Nolan,I Like Dreamin’,1977
1953,Thelma Houston,Don’t Leave Me This Way,1977
1955,Alan O’Day,Undercover Angel,1977
1956,Mary MacGregor,Torn Between Two Lovers,1977
1957,K.C. and The Sunshine Band,I’m Your Boogie Man,1977
1958,ABBA,Dancing Queen,1977
1959,Leo Sayer,You Make Me Feel Like Dancing,1977
1960,Jimmy Buffett,Margaritaville,1977
1961,Electric Light Orchestra,Telephone Line,1977
1962,Pablo Cruise,Whatcha Gonna Do?,1977
1963,Peter McCann,Do You Wanna Make Love,1977
1964,Stevie Wonder,Sir Duke,1977
1965,Eagles,Hotel California,1977
1966,Marvin Gaye,"Got To Give It Up, Pt. 1",1977
1967,Bill Conti,Theme From “Rocky”,1977
1968,Glen Campbell,Southern Nights,1977
1969,Daryl Hall and John Oates,Rich Girl,1977
1970,Leo Sayer,When I Need You,1977
1971,Sylvers,Hot Line,1977
1972,Rose Royce,Car Wash,1977
1973,Marilyn McCoo and Billy Davis Jr.,You Don’t Have To Be A Star,1977
1974,Steve Miller Band,Fly Like An Eagle,1977
1975,David Soul,Don’t Give Up On Us,1977
1977,Foreigner,Feels Like The First Time,1977
1978,Climax Blues Band,Couldn’t Get It Right,1977
1979,Commodores,Easy,1977
1980,Jennifer Warnes,Right Time Of The Night,1977
1981,Natalie Cole,I’ve Got Love On My Mind,1977
1982,Manfred Mann’s. Earth Band,Blinded By The Light,1977
1983,Barry Manilow,Looks Like We Made It,1977
1984,Atlanta Rhythm Section,So In To You,1977
1985,Fleetwood Mac,Dreams,1977
1986,Jacksons,Enjoy Yourself,1977
1987,Brick,Dazz,1977
1988,Peter Frampton,I’m In You,1977
1989,Kenny Rogers,Lucille,1977
1990,10cc,The Things We Do For Love,1977
1993,"Crosby, Stills and Nash",Just A Song Before I Go,1977
1994,Alice Cooper,You And Me,1977
1995,Johnny Rivers,Swayin’ To The Music,1977
1997,Stevie Wonder,I Wish,1977
1998,Fleetwood Mac,Don’t Stop,1977
1999,Heart,Barracuda,1977
2000,Brothers Johnson,Strawberry Letter 23,1977
2001,Bob Seger and The Silver Bullet Band,Night Moves,1977
2002,Helen Reddy,You’re My World,1977
2003,Marshall Tucker Band,Heard It In A Love Song,1977
2004,Kansas,Carry On Wayward Son,1977
2005,Eagles,New Kid In Town,1977
2006,Barbra Streisand,My Heart Belongs To Me,1977
2007,Engelbert Humperdinck,After The Lovin’,1977
2008,Steve Miller Band,Jet Airliner,1977
2009,Burton Cummings,Stand Tall,1977
2010,Elvis Presley,Way Down,1977
2011,Barry Manilow,Weekend In New England,1977
2012,Ronnie Milsap,It Was Almost Like A Song,1977
2013,Sanford Townsend Band,Smoke From A Distant Fire,1977
2014,Foreigner,Cold As Ice,1977
2015,Dean Friedman,Ariel,1977
2016,Bread,Lost Without Your Love,1977
2017,Meco,Star Wars Theme-Cantina Band,1977
2018,Floaters,Float On,1977
2019,David Dundas,Jeans On,1977
2020,Boz Scaggs,Lido Shuffle,1977
2021,K.C. and The Sunshine Band,Keep It Comin’ Love,1977
2022,Bay City Rollers,You Made Me Believe In Magic,1977
2023,Electric Light Orchestra,Livin’ Thing,1977
2024,Supertramp,Give A Little Bit,1977
2025,Shaun Cassidy,That’s Rock ‘N’ Roll,1977
2026,Bee Gees,Love So Right,1977
2027,Spinners,The Rubberband Man,1977
2028,Alice Cooper,I Never Cry,1977
2029,Carly Simon,Nobody Does It Better,1977
2030,Sylvers,High School Dance,1977
2031,Kenny Nolan,Love’s Grown Deep,1977
2032,Joe Tex,Ain’t Gonna Bump No More,1977
2033,Rose Royce,I Wanna Get Next To You,1977
2035,Captain and Tennille,Muskrat Love,1977
2036,Aerosmith,Walk This Way,1977
2037,Dr. Buzzard’s Original Savannah Band,Whispering-Cherchez La Femme-C’est Si Bon,1977
2038,Al Stewart,Year Of The Cat,1977
2039,Heatwave,Boogie Nights,1977
2040,Fleetwood Mac,Go Your Own Way,1977
2041,Elton John,Sorry Seems To Be The Hardest Word,1977
2042,B.J. Thomas,Don’t Worry Baby,1977
2043,ABBA,"Knowing Me, Knowing You",1977
2044,Leo Sayer,How Much Love,1977
2045,London Symphony Orchestra,Star Wars,1977
2046,C.J. and Co.,Devil’s Gun,1977
2047,Andy Gibb,Shadow Dancing,1978
2048,Bee Gees,Night Fever,1978
2049,Debby Boone,You Light Up My Life,1978
2050,Bee Gees,Stayin’ Alive,1978
2051,Exile,Kiss You All Over,1978
2052,Bee Gees,How Deep Is Your Love,1978
2053,Player,Baby Come Back,1978
2054,Andy Gibb, Thicker Than Water,1978
2055,A Taste Of Honey,Boogie Oogie Oogie,1978
2056,Commodores,Three Times A Lady,1978
2057,Frankie Valli,Grease,1978
2058,Paul Davis,I Go Crazy,1978
2059,John Travolta and Olivia Newton-John,You’re The One That I Want,1978
2060,Samantha Sang,Emotion,1978
2061,Eric Clapton,Lay Down Sally,1978
2062,Rolling Stones,Miss You,1978
2063,Billy Joel,Just The Way You Are,1978
2064,Wings,With A Little Luck,1978
2065,Yvonne Elliman,If I Can’t Have You,1978
2066,Chic,"Dance, Dance, Dance",1978
2067,Chuck Mangione,Feels So Good,1978
2068,Nick Gilder,Hot Child In The City,1978
2069,Sweet,Love Is Like Oxygen,1978
2070,Bonnie Tyler,It’s A Heartache,1978
2071,Queen,We Will Rock You / We Are The Champions,1978
2072,Gerry Rafferty,Baker Street,1978
2073,Barry Manilow,Can’t Smile Without You,1978
2074,Johnny Mathis and Deniece Williams,"Too Much, Too Little, Too Late",1978
2076,Meat Loaf,Two Out Of Three Ain’t Bad,1978
2077,Raydio,Jack And Jill,1978
2078,ABBA,Take A Chance On Me,1978
2079,Dan Hill,Sometimes When We Touch,1978
2080,Donna Summer,Last Dance,1978
2081,Olivia Newton-John,Hopelessly Devoted To You,1978
2082,Foreigner,Hot Blooded,1978
2083,Rod Stewart,You’re In My Heart,1978
2084,Roberta Flack and Donny Hathaway,The Closer I Get To You,1978
2085,Kansas,Dust In The Wind,1978
2086,Walter Egan,Magnet And Steel,1978
2087,Randy Newman,Short People,1978
2088,O’Jays,Use Ta Be My Girl,1978
2089,Natalie Cole,Our Love,1978
2090,Pablo Cruise,Love Will Find A Way,1978
2091,Andy Gibb,An Everlasting Love,1978
2092,John Paul Young,Love Is In The Air,1978
2093,David Gates,Goodbye Girl,1978
2094,Paul Simon,Slip Slidin’ Away,1978
2095,Heatwave,The Groove Line,1978
2096,Jay Ferguson,Thunder Island,1978
2097,Atlanta Rhythm Section,Imaginary Lover,1978
2098,Bob Seger and The Silver Bullet Band,Still The Same,1978
2099,Toby Beau,My Angel Baby,1978
2100,Trammps,Disco Inferno,1978
2101,George Benson,On Broadway,1978
2102,Styx,Come Sail Away,1978
2103,L.T.D.,Back In Love Again,1978
2104,Player,This Time I’m In It For Love,1978
2106,Dolly Parton,Here You Come Again,1978
2107,Linda Ronstadt,Blue Bayou,1978
2108,Steely Dan,Peg,1978
2109,Anne Murray,You Needed Me,1978
2110,Evelyn “Champagne” King,Shame,1978
2111,Little River Band,Reminiscing,1978
2112,Jefferson Starship,Count On Me,1978
2113,Eddie Money,Baby Hold On,1978
2114,Shaun Cassidy,Hey Deanie,1978
2115,John Travolta and Olivia Newton-john,Summer Nights,1978
2117,Crystal Gayle,Don’t It Make My Brown Eyes Blue,1978
2118,Patti Smith,Because The Night,1978
2119,Robert Palmer,Every Kinda People,1978
2120,Barry Manilow,Copacabana,1978
2121,Heatwave,Always And Forever,1978
2122,Rick James,You And I,1978
2123,"Earth, Wind and Fire",Serpentine Fire,1978
2124,Bob Welch,Sentimental Lady,1978
2125,LeBlanc and Carr,Falling,1978
2126,Santa Esmeralda,Dont Let Me Be Misunderstood,1978
2127,Michael Johnson,Bluer Than Blue,1978
2128,Jackson Browne,Running On Empty,1978
2129,Kenny Loggins,Whenever I Call You “Friend”,1978
2130,Chris Rea,Fool,1978
2131,Foxy,Get Off,1978
2132,Electric Light Orchestra,Sweet Talking Woman,1978
2133,Joe Walsh,Life’s Been Good,1978
2134,Alicia Bridges,I Love The Night Life,1978
2135,High Inergy,You Can’t Turn Me Off,1978
2136,Linda Ronstadt,It’s So Easy,1978
2137,Odyssey,Native New Yorker,1978
2138,Parliament,Flashlight,1978
2139,Boston,Don’t Look Back,1978
2140,Electric Light Orchestra,Turn To Stone,1978
2141,Eruption,I Can’t Stand The Rain,1978
2142,Bob Welch,Ebony Eyes,1978
2143,ABBA,The Name Of The Game,1978
2144,Rita Coolidge,We’re All Alone,1978
2145,Bob Seger and The Silver Bullet Band,Hollywood Nights,1978
2146,Steely Dan,Deacon Blues,1978
2147,Knack,My Sharona,1979
2148,Donna Summer,Bad Girls,1979
2149,Chic,Le Freak,1979
2150,Rod Stewart,Da Ya Think I’m Sexy,1979
2151,Peaches and Herb,Reunited,1979
2152,Gloria Gaynor,I Will Survive,1979
2153,Donna Summer,Hot Stuff,1979
2154,Village People,Y.M.C.A.,1979
2155,Anita Ward,Ring My Bell,1979
2156,Robert John,Sad Eyes,1979
2157,Bee Gees,Too Much Heaven,1979
2159,Dr. Hook,When You’re In Love With A Beautiful Woman,1979
2160,David Naughton,Makin’ It,1979
2163,Olivia Newton-John,A Little More Love,1979
2164,Blondie,Heart Of Glass,1979
2165,Doobie Brothers,What A Fool Believes,1979
2166,Chic,Good Times,1979
2167,Barbra Streisand and Neil Diamond,You Don’t Bring Me Flowers,1979
2168,Amii Stewart,Knock On Wood,1979
2169,Suzi Quatro and Chris Norman,Stumblin’ In,1979
2170,Maxine Nightingale,Lead Me On,1979
2171,Jacksons,Shake Your Body,1979
2172,Melissa Manchester,Don’t Cry Out Loud,1979
2173,Supertramp,The Logical Song,1979
2174,Billy Joel,My Life,1979
2175,Randy Vanwarmer,Just When I Needed You Most,1979
2176,Raydio,You Can’t Change That,1979
2177,Peaches and Herb,Shake Your Groove Thing,1979
2178,Dionne Warwick,I’ll Never Love This Way Again,1979
2179,Bee Gees,Love You Inside Out,1979
2180,Cheap Trick,I Want You To Want Me,1979
2181,Barbra Streisand,The Main Event,1979
2182,Elton John,Mama Can’t Buy You Love,1979
2183,Leif Garrett,I Was Made For Dancin’,1979
2184,"Earth, Wind and Fire",After The Love Has Gone,1979
2185,Donna Summer and Brooklyn Dreams,Heaven Knows,1979
2186,Kenny Rogers,The Gambler,1979
2187,Nicolette Larson,Lotta Love,1979
2189,Bonnie Pointer,Heaven Must Have Sent You,1979
2190,Toto,Hold The Line,1979
2191,Sister Sledge,He’s The Greatest Dancer,1979
2192,Dr. Hook,Sharing The Night Together,1979
2193,Kenny Rogers,She Believes In Me,1979
2194,Village People,In The Navy,1979
2195,Frank Mills,Music Box Dancer,1979
2196,Charlie Daniels Band,The Devil Went Down To Georgia,1979
2197,John Stewart,Gold,1979
2198,Wings,Goodnight Tonight,1979
2199,Sister Sledge,We Are Family,1979
2200,Bad Company,Rock ‘N’ Roll Fantasy,1979
2201,Hot Chocolate,Every 1’s A Winner,1979
2202,Cher,Take Me Home,1979
2203,"Earth, Wind and Fire",Boogie Wonderland,1979
2204,Andy Gibb, Don’t Throw It All Away,1979
2205,Bobby Caldwell,What You Won’t Do For Love,1979
2206,Ace Frehley,New York Groove,1979
2207,Dire Straits,Sultans Of Swing,1979
2208,Chic,I Want Your Love,1979
2209,Rickie Lee Jones,Chuck E’s In Love,1979
2211,McFadden and Whitehead,Ain’t No Stoppin’ Us Now,1979
2212,Little River Band,Lonesome Loser,1979
2213,Styx,Renegade,1979
2214,England Dan and John Ford Coley,Love Is The Answer,1979
2215,Cheryl Lynn,Got To Be Real,1979
2216,Patrick Hernandez,Born To Be Alive,1979
2217,Electric Light Orchestra,Shine A Little Love,1979
2218,Anne Murray,I Just Fall In Love Again,1979
2219,Ian Matthews,Shake It,1979
2220,Kiss,I Was Made For Lovin’ You,1979
2221,Gino Vannelli,I Just Wanna Stop,1979
2222,G.Q.,Disco Nights,1979
2223,Linda Ronstadt,Ooh Baby Baby,1979
2224,"Earth, Wind and Fire",September,1979
2225,Al Stewart,Time Passages,1979
2226,Herb Alpert,Rise,1979
2227,Electric Light Orchestra,Don’t Bring Me Down,1979
2228,Eric Clapton,Promises,1979
2229,Roger Voudouris,Get Used To It,1979
2230,Ambrosia,How Much I Feel,1979
2231,Eddie Rabbitt,Suspicions,1979
2232,Rex Smith,You Take My Breath Away,1979
2233,Alice Cooper,How You Gonna See Me Now,1979
2234,Foreigner,Double Vision,1979
2235,Babys,Every Time I Think Of You,1979
2236,Instant Funk,I Got My Mind Made Up,1979
2237,Michael Jackson,Don’t Stop ‘Til You Get Enough,1979
2238,Robert Palmer,Bad Case Of Lovin’ You,1979
2239,Barry Manilow,Somewhere In The Night,1979
2240,Bob Seger and The Silver Bullet Band,We’ve Got Tonight,1979
2241,Van Halen,Dance The Night Away,1979
2242,Nigel Olsson,Dancing Shoes,1979
2243,Diana Ross,The Boss,1979
2244,Commodores,Sail On,1979
2245,G.Q.,I Do Love You,1979
2246,Firefall,Strange Way,1979
2248,Pink Floyd,Another Brick In The Wall,1980
2250,Michael Jackson,Rock With You,1980
2251,Captain and Tennille,Do That To Me One More Time,1980
2252,Queen,Crazy Little Thing Called Love,1980
2253,Paul McCartney,Coming Up,1980
2254,"Lipps, Inc.",Funkytown,1980
2255,Billy Joel,It’s Still Rock And Roll To Me,1980
2256,Bette Midler,The Rose,1980
2257,Rupert Holmes,Escape,1980
2258,Gary Numan,Cars,1980
2259,Smokey Robinson,Cruisin’,1980
2260,Spinners,Working My Way Back To You-Forgive Me Girl,1980
2261,Air Supply,Lost In Love,1980
2262,Elton John,Little Jeannie,1980
2263,Cristopher Cross,Ride Like The Wind,1980
2264,Diana Ross,Upside Down,1980
2265,K.C. and The Sunshine Band,Please Don’t Go,1980
2266,Styx,Babe,1980
2267,Billy Preston and Syreeta,With You I’m Born Again,1980
2271,Dr. Hook,Sexy Eyes,1980
2273,Ambrosia,Biggest Part Of Me,1980
2274,Kenny Loggins,This Is It,1980
2275,Spinners,Cupid/I’ve Loved You For A Long Time,1980
2276,Jermaine Jackson,Let’s Get Serious,1980
2277,Kenny Rogers and Kim Carnes,Don’t Fall In Love With A Dreamer,1980
2278,Christopher Cross,Sailing,1980
2279,Dan Fogelberg,Longer,1980
2280,Kenny Rogers,Coward Of The County,1980
2281,Kool and The Gang,Ladies Night,1980
2282,Kool and The Gang,Too Hot,1980
2283,S.O.S. Band,Take Your Time,1980
2284,Barbra Streisand and Donna Summer,No More Tears,1980
2285,Kim Carnes,More Love,1980
2286,M,Pop Muzik,1980
2287,Pretenders,Brass In Pocket,1980
2288,"Ray, Goodman and Brown",Special Lady,1980
2289,Stevie Wonder,Send One Your Love,1980
2290,Shalamar,The Second Time Around,1980
2291,Cliff Richard,We Don’t Talk Anymore,1980
2292,Brothers Johnson,Stomp,1980
2293,Eagles,Heartache Tonight,1980
2294,Rocky Burnette,Tired Of Toein’ The Line,1980
2295,Dr. Hook,Better Love Next Time,1980
